city,N,dist,improver,strategy,cf,sl_var,acceptance,constructor,overflows,kg,ncol,kg_lost,km,kgkm,reward,profit,time,days
Figueira da Foz,350,Empirical,CLS,LA,,,custom,ACO_HH,9.0,35642.0,2906.0,28.999999999999993,4269.7399,8.347581078650716,31363.2601,16534.495499999997,564.4711053840001,16
Figueira da Foz,350,Empirical,CLS,LA,,,custom_bmc,ALNS,4.0,37400.5,4233.0,8.499999999999993,5122.044499999999,7.3018694000022855,32274.4555,16708.62735,972.142214159001,16
Figueira da Foz,350,Empirical,CLS,LA,,,custom,BPC,11.0,35153.0,2094.0,24.999999999999993,3721.515,9.445884270250154,31420.485,16797.291100000002,1298.6296221569937,16
Figueira da Foz,350,Empirical,CLS,LA,,,custom_oi,HGS,16.0,33839.5,2210.0,26.999999999999993,8511.115399999999,3.975918362004586,25312.3846,11241.000750000001,2525.5572495740053,19
Figueira da Foz,350,Empirical,CLS,LA,,,custom,PG-CLNS,4.0,37171.0,4106.0,8.499999999999993,4669.916500000001,7.959671227526229,32497.0835,17026.7962,2247.627429872009,16
Figueira da Foz,350,Empirical,CLS,LA,,,bmc,PSOMA,4.0,37160.5,3392.0,8.499999999999993,7958.149600000001,4.669490003052971,29198.3504,13732.434249999998,1042.529898179011,16
Figueira da Foz,350,Empirical,CLS,LA,,,new,SANS,5.0,36216.5,5487.0,10.999999999999993,5829.8119,6.2122930587177265,30381.6881,15309.759149999998,3961.5755311019893,16
Figueira da Foz,350,Empirical,CLS,LA,,,gurobi,SWC-TCF,4.0,36635.5,3239.0,2.0,7254.508,5.050032338512826,29376.992,14129.633349999996,1062.9786084740044,17
Figueira da Foz,350,Empirical,FTSP,LA,,,custom,ACO_HH,7.0,35562.0,2825.0,26.999999999999993,4834.5694,7.355774021984253,30720.4306,15922.969999999998,561.3156573979941,16
Figueira da Foz,350,Empirical,FTSP,LA,,,custom_bmc,ALNS,4.0,37498.0,4276.0,8.499999999999993,5922.429900000001,6.331522809581924,31571.570099999997,15965.152699999999,1008.6055215810047,16
Figueira da Foz,350,Empirical,FTSP,LA,,,custom,BPC,11.0,35153.0,2094.0,24.999999999999993,4158.2952000000005,8.45370477786185,30983.7048,16360.5109,1351.0842056769907,16
Figueira da Foz,350,Empirical,FTSP,LA,,,custom_oi,HGS,16.0,33839.5,2210.0,26.999999999999993,5200.3799,6.507120758619962,28623.1201,14551.736250000002,2605.784449180006,19
Figueira da Foz,350,Empirical,FTSP,LA,,,custom,PG-CLNS,4.0,37171.0,4106.0,8.499999999999993,5546.061999999999,6.702233043914765,31620.938000000002,16150.6507,2341.732786823006,16
Figueira da Foz,350,Empirical,FTSP,LA,,,bmc,PSOMA,6.0,37059.5,3473.0,16.999999999999993,5563.378100000001,6.661330460354653,31490.1219,16068.252050000003,1094.722600248002,16
Figueira da Foz,350,Empirical,FTSP,LA,,,new,SANS,5.0,36216.5,5487.0,10.999999999999993,6856.8365,5.281808892482706,29354.6635,14282.73455,4018.9371959749988,16
Figueira da Foz,350,Empirical,FTSP,LA,,,gurobi,SWC-TCF,2.0,36548.0,3434.0,7.999999999999994,5408.550299999999,6.757448479308773,31137.4497,15924.517300000001,1158.766704462003,18
Figueira da Foz,350,Empirical,CLS,LM,CF70,,custom,ACO_HH,4.0,36192.0,3736.0,15.5,4857.0781,7.451393462254601,31330.9219,16268.192299999999,920.0600222989888,17
Figueira da Foz,350,Empirical,CLS,LM,CF70,,custom_bmc,ALNS,3.0,37233.5,4267.0,10.0,5073.7401,7.338472067183733,32156.7599,16659.453849999998,918.7447880260006,15
Figueira da Foz,350,Empirical,CLS,LM,CF70,,custom,BPC,4.0,35968.0,3104.0,16.5,4227.4885,8.508124859476258,31736.5115,16767.0331,1637.5465503140003,15
Figueira da Foz,350,Empirical,CLS,LM,CF70,,custom_oi,HGS,5.0,36215.0,2810.0,14.499999999999993,5432.215399999999,6.666709129391299,30777.7846,15706.4801,3905.0814555749967,29
Figueira da Foz,350,Empirical,CLS,LM,CF70,,custom,PG-CLNS,3.0,36196.0,4190.0,10.0,4643.1407,7.795585432076181,31549.8593,16484.464500000002,2734.420785188995,15
Figueira da Foz,350,Empirical,CLS,LM,CF70,,bmc,PSOMA,3.0,36892.5,3397.0,10.5,8555.8132,4.311980537396492,28333.6868,12978.33905,1162.8174521449982,17
Figueira da Foz,350,Empirical,CLS,LM,CF70,,new,SANS,3.0,36217.5,5533.0,10.0,5831.906899999999,6.210232882832887,30382.593100000002,15308.247850000002,4477.2891734160075,16
Figueira da Foz,350,Empirical,CLS,LM,CF70,,gurobi,SWC-TCF,3.0,36187.5,3993.0,0.5,12527.720399999998,2.8885941611532138,23656.7796,8594.92335,1334.469011063993,21
Figueira da Foz,350,Empirical,CLS,LM,CF90,,custom,ACO_HH,17.0,33612.5,2695.0,69.5,3926.5272000000004,8.560363468257648,29668.9728,15693.08905,659.6602676990005,12
Figueira da Foz,350,Empirical,CLS,LM,CF90,,custom_bmc,ALNS,14.0,34917.5,3366.0,82.5,4385.075500000001,7.9628047453230835,30518.4245,15996.269249999998,676.2771102330007,11
Figueira da Foz,350,Empirical,CLS,LM,CF90,,custom,BPC,26.0,34710.0,1747.0,103.49999999999999,3285.9168999999993,10.563261657651783,31398.0831,16974.310100000002,1491.4959518609976,14
Figueira da Foz,350,Empirical,CLS,LM,CF90,,custom_oi,HGS,56.0,35958.5,2352.0,186.0,4524.241900000001,7.947961403213209,31378.2581,16464.73455,3432.337036087003,25
Figueira da Foz,350,Empirical,CLS,LM,CF90,,custom,PG-CLNS,14.0,34916.0,3328.0,82.5,3944.2753000000002,8.852323264555087,30957.7247,16436.1939,2079.560238643011,11
Figueira da Foz,350,Empirical,CLS,LM,CF90,,bmc,PSOMA,16.0,34644.5,2939.0,94.5,7219.5344,4.798716659622815,27408.9656,13002.460249999998,793.4812153950043,11
Figueira da Foz,350,Empirical,CLS,LM,CF90,,new,SANS,20.0,37376.5,4526.0,95.0,4914.9895,7.604594068817441,32441.5105,16901.67355,3439.1117422600073,15
Figueira da Foz,350,Empirical,CLS,LM,CF90,,gurobi,SWC-TCF,28.0,36184.5,2947.0,78.99999999999999,8491.9168,4.261052110166694,27664.5832,12628.975849999999,1273.7691227229952,20
Figueira da Foz,350,Empirical,FTSP,LM,CF70,,custom,ACO_HH,3.0,36019.5,3803.0,10.0,5801.221299999999,6.208951208256786,30215.278700000003,15223.36085,1065.1573308880033,17
Figueira da Foz,350,Empirical,FTSP,LM,CF70,,custom_bmc,ALNS,3.0,37480.0,4292.0,10.0,6014.879500000001,6.231213775770569,31462.120499999997,15862.1965,969.217878387004,15
Figueira da Foz,350,Empirical,FTSP,LM,CF70,,custom,BPC,4.0,35968.0,3104.0,16.5,4723.035900000001,7.615440738021914,31240.964099999997,16271.485700000003,1653.5279616179905,15
Figueira da Foz,350,Empirical,FTSP,LM,CF70,,custom_oi,HGS,5.0,36215.0,2810.0,14.499999999999993,5776.4746,6.269394831234955,30433.5254,15362.2209,3899.275987596993,29
Figueira da Foz,350,Empirical,FTSP,LM,CF70,,custom,PG-CLNS,3.0,36199.5,4189.0,10.0,5540.194800000001,6.53397602553614,30656.3052,15589.45335,2806.987976043005,15
Figueira da Foz,350,Empirical,FTSP,LM,CF70,,bmc,PSOMA,4.0,37068.0,3355.0,10.0,5213.460900000001,7.110056200862654,31850.539099999998,16423.130699999998,1062.499951624006,15
Figueira da Foz,350,Empirical,FTSP,LM,CF70,,new,SANS,3.0,36217.5,5533.0,10.0,6815.463999999999,5.3140182385234525,29399.036,14324.690750000002,4593.978124764006,16
Figueira da Foz,350,Empirical,FTSP,LM,CF70,,gurobi,SWC-TCF,10.0,36185.0,4146.0,24.499999999999993,6411.346099999999,5.643900584309433,29763.6539,14709.838399999999,1322.3636041629943,20
Figueira da Foz,350,Empirical,FTSP,LM,CF90,,custom,ACO_HH,12.0,34750.0,2531.0,56.99999999999999,4368.1372,7.955336201436164,30369.8628,15915.4378,708.2092002239951,13
Figueira da Foz,350,Empirical,FTSP,LM,CF90,,custom_bmc,ALNS,14.0,34908.0,3338.0,82.5,5018.516100000001,6.95584099052706,29875.4839,15357.2835,716.7965935100074,11
Figueira da Foz,350,Empirical,FTSP,LM,CF90,,custom,BPC,26.0,34710.0,1747.0,103.49999999999999,3661.0766,9.480817746342701,31022.9234,16599.1504,1585.8862883809925,14
Figueira da Foz,350,Empirical,FTSP,LM,CF90,,custom_oi,HGS,56.0,35958.5,2352.0,186.0,4908.830699999999,7.3252679095247695,30993.6693,16080.145750000001,3493.5075720400055,25
Figueira da Foz,350,Empirical,FTSP,LM,CF90,,custom,PG-CLNS,14.0,34916.0,3347.0,82.5,4776.4545,7.310024621819386,30125.5455,15604.014700000002,2195.4350772150065,11
Figueira da Foz,350,Empirical,FTSP,LM,CF90,,bmc,PSOMA,17.0,34807.0,2893.0,83.0,4905.240699999999,7.095880126738735,29884.7593,15411.6052,788.9509828180016,11
Figueira da Foz,350,Empirical,FTSP,LM,CF90,,new,SANS,20.0,37376.5,4526.0,95.0,5734.2863,6.518073574387104,31622.2137,16082.376749999996,3509.6444127819996,15
Figueira da Foz,350,Empirical,FTSP,LM,CF90,,gurobi,SWC-TCF,31.0,35794.5,3160.0,145.5,5321.7646,6.726058495710238,30441.735399999998,15571.485050000001,1188.05985053099,18
Figueira da Foz,350,Empirical,CLS,SL,,SL1,custom,ACO_HH,2.0,35577.5,3654.0,5.5,5508.840100000001,6.458256067370696,30066.6599,15257.74665,1261.9142875539983,22
Figueira da Foz,350,Empirical,CLS,SL,,SL1,custom_bmc,ALNS,1.0,36201.0,4623.0,0.0,5634.3877,6.425010476293635,30565.6123,15496.136,1105.054890636995,18
Figueira da Foz,350,Empirical,CLS,SL,,SL1,custom,BPC,3.0,35973.0,3948.0,6.0,4906.431,7.331805950190679,31063.569,16091.0091,2201.39159924,19
Figueira da Foz,350,Empirical,CLS,SL,,SL1,custom_oi,HGS,6.0,35597.0,2766.0,9.0,5403.9722,6.587191547728539,30187.0278,15373.996699999996,4111.0459837310045,29
Figueira da Foz,350,Empirical,CLS,SL,,SL1,custom,PG-CLNS,1.0,36205.5,4594.0,0.0,5050.432899999999,7.168791411920354,31154.0671,16082.71745,3172.1974669269985,18
Figueira da Foz,350,Empirical,CLS,SL,,SL1,bmc,PSOMA,2.0,36965.5,3408.0,0.5,8714.8076,4.241688594479125,28248.6924,12861.954749999999,1237.446754190998,18
Figueira da Foz,350,Empirical,CLS,SL,,SL1,new,SANS,2.0,36227.0,5896.0,0.5,6211.5151,5.832232461287908,30013.4849,14934.1848,5133.242476088999,17
Figueira da Foz,350,Empirical,CLS,SL,,SL1,gurobi,SWC-TCF,6.0,36611.5,4087.0,35.0,9941.930300000002,3.682534366590761,26663.5697,11428.20225,1540.193957304,23
Figueira da Foz,350,Empirical,CLS,SL,,SL2,custom,ACO_HH,0.0,37363.0,5212.0,0.0,7311.158899999999,5.110407325437832,30051.8411,14497.624200000004,1728.5011130190105,30
Figueira da Foz,350,Empirical,CLS,SL,,SL2,custom_bmc,ALNS,1.0,37369.0,6556.0,0.0,7988.820099999998,4.6776619741380845,29379.179900000003,13823.465200000002,1837.1223105050012,30
Figueira da Foz,350,Empirical,CLS,SL,,SL2,custom,BPC,1.0,37042.0,5387.0,0.5,6868.052900000001,5.3933772117567695,30172.947099999998,14753.362500000001,2993.9656752370065,30
Figueira da Foz,350,Empirical,CLS,SL,,SL2,custom_oi,HGS,1.0,36221.5,3086.0,0.0,7212.071300000001,5.022343581101312,29008.428699999997,13930.41825,4282.808626458995,30
Figueira da Foz,350,Empirical,CLS,SL,,SL2,custom,PG-CLNS,1.0,37129.0,6272.0,0.5,7226.1131000000005,5.138170339459536,29901.886899999998,14446.084199999996,4554.193437482012,30
Figueira da Foz,350,Empirical,CLS,SL,,SL2,bmc,PSOMA,0.0,37107.5,4299.0,0.0,11647.395900000003,3.185905271752632,25460.104099999997,10012.251849999999,2091.363423351999,30
Figueira da Foz,350,Empirical,CLS,SL,,SL2,new,SANS,0.0,37528.5,10500.0,0.0,11024.669999999993,3.4040474680874824,26503.83000000001,10880.715449999998,8112.014884356991,30
Figueira da Foz,350,Empirical,CLS,SL,,SL2,gurobi,SWC-TCF,0.0,37523.0,6458.0,0.0,13232.024200000002,2.8357717181321354,24290.9758,8670.150899999999,1921.2317572169995,30
Figueira da Foz,350,Empirical,FTSP,SL,,SL1,custom,ACO_HH,2.0,35838.5,3776.0,5.5,6110.9198000000015,5.864665414198365,29725.580199999997,14808.012649999999,1264.7760158699966,20
Figueira da Foz,350,Empirical,FTSP,SL,,SL1,custom_bmc,ALNS,1.0,36192.5,4651.0,0.0,6453.930500000001,5.607823015757606,29737.569499999998,14671.631749999999,1148.1044303419985,18
Figueira da Foz,350,Empirical,FTSP,SL,,SL1,custom,BPC,3.0,35973.0,3948.0,6.0,5596.3449,6.427945497068989,30373.6551,15401.095200000003,2288.9354658800003,19
Figueira da Foz,350,Empirical,FTSP,SL,,SL1,custom_oi,HGS,6.0,35597.0,2766.0,9.0,5943.175200000001,5.989559251088542,29647.8248,14834.793700000002,4216.346946096994,29
Figueira da Foz,350,Empirical,FTSP,SL,,SL1,custom,PG-CLNS,1.0,36206.0,4460.0,0.0,6016.8333,6.017451073474148,30188.1667,15116.608900000003,3286.1926672209956,18
Figueira da Foz,350,Empirical,FTSP,SL,,SL1,bmc,PSOMA,2.0,35955.5,3390.0,0.5,5821.7044,6.1761122739244545,30131.7956,15165.520949999998,1362.2939883930012,18
Figueira da Foz,350,Empirical,FTSP,SL,,SL1,new,SANS,2.0,36227.0,5896.0,0.5,7276.668899999999,4.978514275948436,28948.331100000003,13869.031,5172.8890941390055,17
Figueira da Foz,350,Empirical,FTSP,SL,,SL1,gurobi,SWC-TCF,7.0,36457.0,4073.0,9.0,6878.125699999999,5.3004265391660415,29571.874300000003,14401.825200000001,1513.3975502380054,23
Figueira da Foz,350,Empirical,FTSP,SL,,SL2,custom,ACO_HH,0.0,37433.0,5216.0,0.0,8193.8321,4.568436299787007,29239.1679,13655.810000000003,1851.4120575929992,30
Figueira da Foz,350,Empirical,FTSP,SL,,SL2,custom_bmc,ALNS,1.0,37352.0,6466.0,0.0,9183.349100000001,4.067361437887621,28167.6509,12619.013300000002,1907.8108023220047,30
Figueira da Foz,350,Empirical,FTSP,SL,,SL2,custom,BPC,1.0,37042.0,5387.0,0.5,7922.2312,4.675702976201957,29118.768799999998,13699.1842,3153.312650855005,30
Figueira da Foz,350,Empirical,FTSP,SL,,SL2,custom_oi,HGS,1.0,36221.5,3086.0,0.0,7175.404099999999,5.048008376280857,29045.0959,13967.08545,4364.166072879008,30
Figueira da Foz,350,Empirical,FTSP,SL,,SL2,custom,PG-CLNS,1.0,37128.0,6347.0,0.0,8727.254599999998,4.254258836450125,28399.7454,12944.359000000002,4628.7418192059995,30
Figueira da Foz,350,Empirical,FTSP,SL,,SL2,bmc,PSOMA,1.0,37051.5,4155.0,0.5,8302.1463,4.46288208628653,28748.3537,13324.81425,2152.1372240300043,30
Figueira da Foz,350,Empirical,FTSP,SL,,SL2,new,SANS,0.0,37528.5,10500.0,0.0,13012.925999999992,2.883940168414085,24515.574000000008,8892.459449999997,8383.220556818997,30
Figueira da Foz,350,Empirical,FTSP,SL,,SL2,gurobi,SWC-TCF,0.0,37517.0,5686.0,0.0,9146.434199999998,4.101817077522955,28370.565800000004,12752.2387,1987.5100612769966,29
Figueira da Foz,350,Gamma-3,CLS,LA,,,custom,ACO_HH,10.0,70203.54741371541,4607.0,54.25602449682559,7443.944,9.430961250341943,62749.603413715406,33533.86662538569,878.132254628028,24
Figueira da Foz,350,Gamma-3,CLS,LA,,,custom_bmc,ALNS,11.0,70298.16348811169,6588.0,35.54660698851287,7631.833700000001,9.211176009785392,62655.32978811169,33401.20432801079,1213.4600063859834,20
Figueira da Foz,350,Gamma-3,CLS,LA,,,custom,BPC,11.0,70282.25230665378,4249.0,63.349692530639054,7370.952700000002,9.535029617901872,62900.29960665378,33652.79797139381,1930.3551329470065,24
Figueira da Foz,350,Gamma-3,CLS,LA,,,custom_oi,HGS,16.0,71667.49118388101,4013.0,82.2416592389678,21832.73679999999,3.282570199072845,49818.754383881016,19999.577804031345,4157.961619933019,27
Figueira da Foz,350,Gamma-3,CLS,LA,,,custom,PG-CLNS,11.0,70297.01984164189,6654.0,46.16168268417413,7406.2643,9.49156241178726,62879.75554164188,33626.10618156636,2564.97206097201,20
Figueira da Foz,350,Gamma-3,CLS,LA,,,bmc,PSOMA,12.0,70179.31396498368,6198.0,55.89187645918769,13530.132800000001,5.186890254690159,56637.18116498368,27433.532761360973,1279.7367976759851,20
Figueira da Foz,350,Gamma-3,CLS,LA,,,new,SANS,5.0,70272.6807192559,6864.0,6.739774804959076,8034.8731,8.745960246622428,62232.80761925591,32983.29063582968,3533.6537441260007,23
Figueira da Foz,350,Gamma-3,CLS,LA,,,gurobi,SWC-TCF,2168.0,37065.000741674565,2732.0,18831.133560666924,7015.076399999999,5.283620395306682,27881.924341674567,14619.764532915442,1057.0198447590228,15
Figueira da Foz,350,Gamma-3,FTSP,LA,,,custom,ACO_HH,5.0,70321.455238753,4920.0,18.76340414687192,8414.7929,8.356884842496004,61901.662338753,32631.840522860126,1074.144582578,25
Figueira da Foz,350,Gamma-3,FTSP,LA,,,custom_bmc,ALNS,11.0,70295.83568261628,6592.0,35.54660698851287,9082.165500000001,7.739986205119943,61202.670182616275,31949.513787943113,1271.555536305,20
Figueira da Foz,350,Gamma-3,FTSP,LA,,,custom,BPC,11.0,70282.25230665378,4249.0,63.349692530639054,8114.338100000001,8.661489260184238,62156.91420665378,32909.41257139382,2160.0146839299996,24
Figueira da Foz,350,Gamma-3,FTSP,LA,,,custom_oi,HGS,16.0,71667.49118388101,4013.0,82.2416592389678,9099.559600000002,7.875929642120371,62551.93158388101,32732.75500403134,4283.3564537,27
Figueira da Foz,350,Gamma-3,FTSP,LA,,,custom,PG-CLNS,11.0,70297.01984164189,6654.0,46.16168268417413,8830.0796,7.961085632981371,61455.94024164189,32202.290881566365,2789.756608192,20
Figueira da Foz,350,Gamma-3,FTSP,LA,,,bmc,PSOMA,12.0,70184.3997712949,6055.0,47.325384094141135,9200.9997,7.627910233634167,60971.400071294906,31765.63444650484,1370.0915585940002,20
Figueira da Foz,350,Gamma-3,FTSP,LA,,,new,SANS,5.0,70272.6807192559,6864.0,6.739774804959076,9053.229900000002,7.762166817309686,61214.4508192559,31964.93383582968,3767.243811275,23
Figueira da Foz,350,Gamma-3,FTSP,LA,,,gurobi,SWC-TCF,2166.0,37064.64330907545,2729.0,18806.967951949584,4365.559200000001,8.49023953427901,30533.08410907545,17269.07309950734,1122.746488152,15
Figueira da Foz,350,Gamma-3,CLS,LM,CF70,,custom,ACO_HH,19.0,70464.08081062332,4453.0,120.36893954972231,7355.765100000001,9.579435973373226,63089.31571062331,33774.11886916083,1321.798802138,28
Figueira da Foz,350,Gamma-3,CLS,LM,CF70,,custom_bmc,ALNS,12.0,72777.9340793321,6716.0,60.31824963530941,8222.970399999998,8.850565007425068,64542.963679332104,34257.50972210616,1216.3873909899999,20
Figueira da Foz,350,Gamma-3,CLS,LM,CF70,,custom,BPC,15.0,69339.07681442816,3455.0,104.79994338694465,6187.286,11.206703038202559,63136.79081442816,34285.93313658171,2929.9887694460003,28
Figueira da Foz,350,Gamma-3,CLS,LM,CF70,,custom_oi,HGS,67.0,69445.4286800795,3439.0,353.23551113107965,9920.977900000002,6.999857209648606,59457.450780079496,30614.318820562406,4694.767242131,30
Figueira da Foz,350,Gamma-3,CLS,LM,CF70,,custom,PG-CLNS,12.0,72757.67240835154,6702.0,60.31824963530941,7530.916500000001,9.661197599037452,65214.755908351544,34937.73688475479,3335.771149964,20
Figueira da Foz,350,Gamma-3,CLS,LM,CF70,,bmc,PSOMA,10.0,72393.76227310466,6529.0,55.4587684912865,15832.940800000002,4.572350973048838,56550.821473104654,26423.29823881119,1486.438814627,22
Figueira da Foz,350,Gamma-3,CLS,LM,CF70,,new,SANS,15.0,72573.82925089677,8367.0,58.568304603305386,9332.757399999999,7.776247269740107,63226.07185089677,33028.58673374845,5263.774041029999,27
Figueira da Foz,350,Gamma-3,CLS,LM,CF70,,gurobi,SWC-TCF,42.0,70007.74414329251,4029.0,225.7444425843226,10052.4331,6.964258647321166,59913.31104329251,30811.087156439826,1907.136487381,30
Figueira da Foz,350,Gamma-3,CLS,LM,CF90,,custom,ACO_HH,124.0,70355.59103337231,3352.0,735.4312537519515,6757.1855,10.411966791998283,63474.405533372315,34309.37298617943,1182.57014921,25
Figueira da Foz,350,Gamma-3,CLS,LM,CF90,,custom_bmc,ALNS,29.0,72688.70686929466,5111.0,172.33654884124954,6640.6474,10.946027170377194,66019.05946929466,35787.750799607296,915.6816421469999,15
Figueira da Foz,350,Gamma-3,CLS,LM,CF90,,custom,BPC,62.0,67493.18308065069,2228.0,414.3811045121619,5337.232599999999,12.645726378994743,62093.95048065069,34058.538364175816,2837.1609381900003,27
Figueira da Foz,350,Gamma-3,CLS,LM,CF90,,custom_oi,HGS,192.0,68129.58983553504,3181.0,1197.3764144989136,7833.9172,8.69674622493266,60103.67263553504,31933.324387001794,4293.4921964430005,29
Figueira da Foz,350,Gamma-3,CLS,LM,CF90,,custom,PG-CLNS,30.0,72687.79235720953,5163.0,172.90281895431013,6451.4205,11.266943823799663,66206.37185720954,35976.4438989032,2606.185803386,15
Figueira da Foz,350,Gamma-3,CLS,LM,CF90,,bmc,PSOMA,30.0,72680.18223156505,5064.0,172.5600949135291,12732.7362,5.708135399174064,59917.44603156505,29690.68616856452,1022.819804721,15
Figueira da Foz,350,Gamma-3,CLS,LM,CF90,,new,SANS,96.0,71519.09267446378,7505.0,543.0185220882984,8569.4596,8.345811289484786,62853.63307446378,33176.23479408452,4018.8928042530006,26
Figueira da Foz,350,Gamma-3,CLS,LM,CF90,,gurobi,SWC-TCF,168.0,68634.7601790198,3281.0,970.0838815993579,7449.733200000001,9.213049425584769,61017.02697901979,32612.37631649386,1860.0266337050002,29
Figueira da Foz,350,Gamma-3,FTSP,LM,CF70,,custom,ACO_HH,14.0,70875.76998247614,4218.0,84.46866115857198,8060.660499999999,8.792799297585619,62801.10948247614,33309.526438771325,1343.538456713999,27
Figueira da Foz,350,Gamma-3,FTSP,LM,CF70,,custom_bmc,ALNS,12.0,72777.93590947344,6723.0,60.31824963530941,9513.758599999997,7.649756417981161,63252.17730947344,32966.722590359655,1293.198532252005,20
Figueira da Foz,350,Gamma-3,FTSP,LM,CF70,,custom,BPC,15.0,69339.07681442816,3455.0,104.79994338694465,6825.9782,10.158115772246118,62498.09861442816,33647.240936581715,3054.853635545005,28
Figueira da Foz,350,Gamma-3,FTSP,LM,CF70,,custom_oi,HGS,67.0,69445.4286800795,3439.0,353.23551113107965,7658.347,9.067939684644676,61720.08168007949,32876.9497205624,4885.657564303001,30
Figueira da Foz,350,Gamma-3,FTSP,LM,CF70,,custom,PG-CLNS,12.0,72764.83924124323,6701.0,60.31824963530941,8848.5013,8.223408323536464,63904.337941243226,33624.33536511367,3490.9702800789964,20
Figueira da Foz,350,Gamma-3,FTSP,LM,CF70,,bmc,PSOMA,16.0,72540.97642412179,6025.0,72.81421519171019,9333.5412,7.77207437881367,63191.43522412179,33008.62673875989,1437.0788955619937,20
Figueira da Foz,350,Gamma-3,FTSP,LM,CF70,,new,SANS,15.0,72573.82925089677,8367.0,58.568304603305386,10656.000600000003,6.810606715890834,61902.82865089677,31705.343533748455,5518.339112523005,27
Figueira da Foz,350,Gamma-3,FTSP,LM,CF70,,gurobi,SWC-TCF,57.0,69531.28863069227,3862.0,322.39422442337434,7629.549599999999,9.113419831583805,61844.739030692275,32955.86357373508,1972.4155004810018,30
Figueira da Foz,350,Gamma-3,FTSP,LM,CF90,,custom,ACO_HH,186.0,69706.0474669314,3116.0,1069.420980881257,7424.640300000001,9.388474680306249,62095.4071669314,33262.77960644785,1439.1349482840014,26
Figueira da Foz,350,Gamma-3,FTSP,LM,CF90,,custom_bmc,ALNS,29.0,72682.65064706872,5142.0,172.33654884124954,7896.792699999999,9.204072261776446,64756.85794706872,34528.070482694005,981.353895334003,15
Figueira da Foz,350,Gamma-3,FTSP,LM,CF90,,custom,BPC,62.0,67493.18308065069,2228.0,414.3811045121619,5883.721499999999,11.471172298119601,61547.46158065069,33512.049464175805,2939.3475770389996,27
Figueira da Foz,350,Gamma-3,FTSP,LM,CF90,,custom_oi,HGS,192.0,68129.58983553504,3181.0,1197.3764144989136,7129.0407000000005,9.556627981592955,60808.54913553504,32638.200887001803,4489.847083743996,29
Figueira da Foz,350,Gamma-3,FTSP,LM,CF90,,custom,PG-CLNS,30.0,72675.3148908944,5162.0,185.95831361064546,7545.7503,9.631290726767675,65099.5645908944,34874.83100181506,2665.9786790069993,15
Figueira da Foz,350,Gamma-3,FTSP,LM,CF90,,bmc,PSOMA,31.0,72632.07019676873,5073.0,176.03745689326968,8373.3725,8.674171631175938,64227.69769676874,34021.96687385391,1101.134684814002,15
Figueira da Foz,350,Gamma-3,FTSP,LM,CF90,,new,SANS,96.0,71519.09267446378,7505.0,543.0185220882984,9644.520299999998,7.415515800662869,61778.57237446379,32101.174094084516,4178.517929695001,26
Figueira da Foz,350,Gamma-3,FTSP,LM,CF90,,gurobi,SWC-TCF,194.0,68223.72070972522,3231.0,1064.7400675020376,6752.125200000001,10.104036683106115,61277.59550972522,33070.06057826662,1923.8877028179995,29
Figueira da Foz,350,Gamma-3,CLS,SL,,SL1,custom,ACO_HH,9.0,72757.74566149269,5010.0,55.79563147524331,7937.629,9.16618119358976,64811.11666149269,34531.06714261328,1598.0503051330006,29
Figueira da Foz,350,Gamma-3,CLS,SL,,SL1,custom_bmc,ALNS,6.0,72815.67614439853,8282.0,33.48978241617263,9403.5659,7.743411054778543,63406.11024439853,33098.94426548543,1586.996492483,26
Figueira da Foz,350,Gamma-3,CLS,SL,,SL1,custom,BPC,8.0,71834.86315618355,4210.0,45.64526954005561,6748.8389,10.644032880409036,65078.02425618355,35181.17072426435,3239.291870571001,29
Figueira da Foz,350,Gamma-3,CLS,SL,,SL1,custom_oi,HGS,59.0,69572.62126260686,3441.0,243.23828280850404,9989.6629,6.964461359612732,59523.95836260686,30619.87613098362,5017.121039743,30
Figueira da Foz,350,Gamma-3,CLS,SL,,SL1,custom,PG-CLNS,6.0,72769.04331558956,8449.0,33.48978241617263,8888.249,8.18710674235044,63874.79431558956,33587.04158330963,4536.004518467001,26
Figueira da Foz,350,Gamma-3,CLS,SL,,SL1,bmc,PSOMA,2.0,72467.34813275549,7858.0,10.853956264332773,18694.3162,3.876437488136393,53771.03193275549,23604.874905089386,2069.075427873,29
Figueira da Foz,350,Gamma-3,CLS,SL,,SL1,new,SANS,10.0,72028.54268302521,9109.0,66.11693975081982,9905.249699999993,7.271754359006746,62113.29298302522,32137.810664081822,6959.63462431,28
Figueira da Foz,350,Gamma-3,CLS,SL,,SL1,gurobi,SWC-TCF,72.0,68249.21237084556,3408.0,309.6084033658786,10778.829899999999,6.3317830417609215,57398.382470845565,29058.235360862553,1937.9412300530003,29
Figueira da Foz,350,Gamma-3,CLS,SL,,SL2,custom,ACO_HH,2.0,72718.919669387,8800.0,1.1410750653821466,9666.199700000003,7.52301027562952,63050.719969387,32779.8337110212,1597.314865595,30
Figueira da Foz,350,Gamma-3,CLS,SL,,SL2,custom_bmc,ALNS,2.0,72840.57613748878,9618.0,1.1410750653821466,10232.819800000001,7.118328824425187,62605.75633748878,32284.224491452198,1824.6988056890004,30
