city,N,dist,improver,strategy,cf,sl_var,acceptance,constructor,overflows,kg,ncol,kg_lost,km,kgkm,reward,profit,time,days
Rio Maior,170,Empirical,FTSP,SL,,SL2,custom,PG-CLNS,3.0,13998.725,2111.0,5.2250000000000005,5422.915000000001,2.5814022532162126,8572.81,2748.1407824999997,2364.635875972999,30
Rio Maior,170,Empirical,FTSP,SL,,SL2,bmc,PSOMA,3.0,13873.325,1654.0,5.2250000000000005,5148.379,2.6946976902827084,8721.946,2949.4808025000007,1872.681346739002,30
Rio Maior,170,Empirical,FTSP,SL,,SL2,new,SANS,3.0,13683.325,2644.0,5.2250000000000005,6057.808000000002,2.2587914638430266,7622.516999999999,1929.1488025000003,1848.410743509994,30
Rio Maior,170,Empirical,FTSP,SL,,SL2,gurobi,SWC-TCF,3.0,14038.625,2004.0,0.0,6085.6939999999995,2.3068240039673373,7949.9310000000005,2108.6514125,1888.359331833999,30
Rio Maior,170,Gamma-3,CLS,LA,,,custom,ACO_HH,5.0,32149.35858651975,2603.0,45.17916984520887,3796.2740000000003,8.468661268001137,28348.084586519748,14969.30660695158,224.65176944597624,17
Rio Maior,170,Gamma-3,CLS,LA,,,custom_bmc,ALNS,5.0,32157.16645659377,2745.0,45.17916984520887,3885.8830000000003,8.27538205771861,28266.28345659377,14884.255060713785,1025.7686382140091,17
Rio Maior,170,Gamma-3,CLS,LA,,,custom,BPC,5.0,32155.59882806555,2632.0,45.17916984520887,3977.1739999999995,8.085036970488481,28173.424828065552,14792.049035941864,587.9234278100193,17
Rio Maior,170,Gamma-3,CLS,LA,,,custom_oi,HGS,6.0,31805.812715354223,2402.0,40.97835858939027,5697.373,5.582540008413391,26102.439715354223,12867.679881952263,1354.2811039439985,21
Rio Maior,170,Gamma-3,CLS,LA,,,custom,PG-CLNS,5.0,32160.052364202566,2761.0,45.17916984520887,3823.293,8.41161071469086,28331.759364202564,14948.529564985038,1181.417120764003,17
Rio Maior,170,Gamma-3,CLS,LA,,,bmc,PSOMA,5.0,32153.293815522928,2655.0,45.17916984520887,3943.2459999999996,8.154016720114072,28205.04781552293,14824.631600120736,923.8856493069907,17
Rio Maior,170,Gamma-3,CLS,LA,,,new,SANS,5.0,32164.47790868204,2890.0,45.17916984520887,4339.097000000001,7.41271234744972,27820.38090868204,14435.308755297709,1032.0097491170163,17
Rio Maior,170,Gamma-3,CLS,LA,,,gurobi,SWC-TCF,5.0,32159.156072391484,2838.0,45.17916984520887,3988.7299999999996,8.062505126291198,28165.426072391485,14782.569399454911,779.9541689800099,17
Rio Maior,170,Gamma-3,FTSP,LA,,,custom,ACO_HH,5.0,32149.959925745326,2614.0,45.17916984520887,4413.3589999999995,7.284691756493259,27731.600925745326,14352.572608657549,225.26638456900037,17
Rio Maior,170,Gamma-3,FTSP,LA,,,custom_bmc,ALNS,5.0,32157.16645659377,2758.0,45.17916984520887,4671.329000000001,6.883943831957408,27480.83745659377,14098.809060713787,1058.8278669379997,17
Rio Maior,170,Gamma-3,FTSP,LA,,,custom,BPC,5.0,32155.59882806555,2632.0,45.17916984520887,4463.741000000001,7.20373310818561,27686.85782806555,14305.482035941866,618.8819368989989,17
Rio Maior,170,Gamma-3,FTSP,LA,,,custom_oi,HGS,11.0,31782.995071036657,2235.0,72.57153062959969,4712.805,6.7439656576150835,27059.190071036657,13838.929222964098,1189.675732964999,19
Rio Maior,170,Gamma-3,FTSP,LA,,,custom,PG-CLNS,5.0,32160.052364202566,2762.0,45.17916984520887,4659.879,6.901477992068585,27495.173364202565,14111.943564985037,1190.0944044219996,17
Rio Maior,170,Gamma-3,FTSP,LA,,,bmc,PSOMA,5.0,32153.293815522928,2655.0,45.17916984520887,4804.985999999999,6.691651924797061,27343.30781552293,13962.891600120734,956.5632007830009,17
Rio Maior,170,Gamma-3,FTSP,LA,,,new,SANS,5.0,32164.47790868204,2890.0,45.17916984520887,5057.452,6.359818720707985,27102.02590868204,13716.953755297709,1065.1027117620015,17
Rio Maior,170,Gamma-3,FTSP,LA,,,gurobi,SWC-TCF,5.0,32159.156072391484,2838.0,45.17916984520887,4896.210000000001,6.568173357023388,27257.94607239148,13875.089399454911,811.7000908190003,17
Rio Maior,170,Gamma-3,CLS,LM,CF70,,custom,ACO_HH,4.0,32993.64543524757,3011.0,27.664016130821445,4682.934,7.045507247218852,28306.71143524757,14575.45684055401,479.6485136070114,22
Rio Maior,170,Gamma-3,CLS,LM,CF70,,custom_bmc,ALNS,5.0,32159.64914789014,3169.0,34.95817541070112,4526.741000000001,7.104371367367856,27627.90814789014,14244.84620762348,1208.8180382980208,20
Rio Maior,170,Gamma-3,CLS,LM,CF70,,custom,BPC,5.0,32101.408614180138,3021.0,47.2359682822619,4596.286,6.984206077293741,27500.122614180138,14141.306208096948,654.7308793120028,20
Rio Maior,170,Gamma-3,CLS,LM,CF70,,custom_oi,HGS,10.0,32823.872973931146,2522.0,57.27167713808716,4780.888000000001,6.865643573731729,28032.984973931147,14378.406654883609,2048.7316602400097,25
Rio Maior,170,Gamma-3,CLS,LM,CF70,,custom,PG-CLNS,5.0,32162.155029488546,3027.0,34.95817541070112,4214.71,7.630929537142187,27942.445029488546,14558.33989071246,1571.6654537400173,19
Rio Maior,170,Gamma-3,CLS,LM,CF70,,bmc,PSOMA,5.0,32110.736518491674,2986.0,47.2359682822619,4499.435,7.136615268026246,27606.301518491673,14243.60190584359,1182.5061903089809,20
Rio Maior,170,Gamma-3,CLS,LM,CF70,,new,SANS,5.0,32174.69890311655,3230.0,34.95817541070112,4849.579000000001,6.6345344416735035,27320.11990311655,13930.79274974913,1163.0855726030131,19
Rio Maior,170,Gamma-3,CLS,LM,CF70,,gurobi,SWC-TCF,5.0,32164.14225446579,3136.0,34.95817541070112,4712.609,6.8251243110696835,27446.53325446579,14061.600833931683,1119.8282021629857,19
Rio Maior,170,Gamma-3,CLS,LM,CF90,,custom,ACO_HH,23.0,33036.56594354562,2421.0,129.57013353749068,3730.1590000000006,8.856610654812734,29283.40694354562,15553.28454124758,289.44461670401506,16
Rio Maior,170,Gamma-3,CLS,LM,CF90,,custom_bmc,ALNS,13.0,33210.21822409478,2468.0,82.15033751213062,3657.8050000000003,9.079275200316795,29539.41322409478,15726.999377404125,908.2547428580001,15
Rio Maior,170,Gamma-3,CLS,LM,CF90,,custom,BPC,13.0,33210.94159700103,2422.0,82.15033751213062,3685.371,9.011559920833216,29512.57059700103,15699.855610169498,507.7325583229831,15
Rio Maior,170,Gamma-3,CLS,LM,CF90,,custom_oi,HGS,45.0,32575.57364193585,1974.0,283.0379422066409,3779.042,8.620061285885642,28751.53164193585,15235.320334797952,1712.2631401550025,20
Rio Maior,170,Gamma-3,CLS,LM,CF90,,custom,PG-CLNS,13.0,33213.379947823276,2459.0,82.15033751213062,3392.3599999999997,9.79064130806379,29808.019947823275,15994.28987554445,1351.5605448809802,15
Rio Maior,170,Gamma-3,CLS,LM,CF90,,bmc,PSOMA,13.0,33220.76456328616,2429.0,82.15033751213062,3600.0819999999994,9.227779968146884,29607.682563286162,15790.87827559013,916.6603798819997,15
Rio Maior,170,Gamma-3,CLS,LM,CF90,,new,SANS,13.0,33220.76456328616,2550.0,82.15033751213062,3828.6150000000002,8.676966621947143,29379.14956328616,15562.34527559013,920.5640379209945,15
Rio Maior,170,Gamma-3,CLS,LM,CF90,,gurobi,SWC-TCF,13.0,33213.262188993685,2517.0,82.15033751213062,3741.2909999999993,8.877486992857197,29458.971188993688,15645.290139715615,879.9671732839779,15
Rio Maior,170,Gamma-3,FTSP,LM,CF70,,custom,ACO_HH,5.0,32971.02920156871,2979.0,43.36879974084367,5463.085000000001,6.035240015772902,27502.94420156871,13782.104744955654,524.3207463109975,23
Rio Maior,170,Gamma-3,FTSP,LM,CF70,,custom_bmc,ALNS,5.0,32162.474228282026,3010.0,34.95817541070112,5034.051,6.388984582850278,27123.423228282027,13739.185207048216,1192.5525442129983,19
Rio Maior,170,Gamma-3,FTSP,LM,CF70,,custom,BPC,5.0,32101.408614180138,3021.0,47.2359682822619,5058.44,6.346108407766058,27037.96861418014,13679.152208096948,748.0515506320007,20
Rio Maior,170,Gamma-3,FTSP,LM,CF70,,custom_oi,HGS,8.0,32630.44781621789,2673.0,64.91009083349869,5745.316000000001,5.679487049314239,26877.131816217887,13301.076390326383,2014.3554849210013,27
Rio Maior,170,Gamma-3,FTSP,LM,CF70,,custom,PG-CLNS,5.0,32162.155029488546,3032.0,34.95817541070112,5118.214000000002,6.28386289230746,27038.941029488546,13654.835890712466,1521.6545995550005,19
Rio Maior,170,Gamma-3,FTSP,LM,CF70,,bmc,PSOMA,5.0,32123.014311363237,3018.0,34.95817541070112,5516.682000000001,5.822886711861084,26601.332311363236,13233.52145354272,1213.0046968749994,20
Rio Maior,170,Gamma-3,FTSP,LM,CF70,,new,SANS,5.0,32174.69890311655,3230.0,34.95817541070112,5622.254000000001,5.7227401862520875,26547.44490311655,13158.11774974913,1196.1157555190002,19
Rio Maior,170,Gamma-3,FTSP,LM,CF70,,gurobi,SWC-TCF,5.0,32164.14225446579,3135.0,34.95817541070112,5442.570999999999,5.909733148996273,26716.57125446579,13331.63883393168,1156.3504256410015,19
Rio Maior,170,Gamma-3,FTSP,LM,CF90,,custom,ACO_HH,14.0,33213.89329470403,2478.0,69.77886445169283,4241.237,7.831180689667668,28958.65629470403,15145.712516118743,448.5508078240018,16
Rio Maior,170,Gamma-3,FTSP,LM,CF90,,custom_bmc,ALNS,13.0,33210.21822409478,2467.0,82.15033751213062,4383.723999999999,7.575800443662691,28813.494224094782,15001.080377404127,946.3637242910008,15
Rio Maior,170,Gamma-3,FTSP,LM,CF90,,custom,BPC,13.0,33210.94159700103,2422.0,82.15033751213062,4094.1780000000003,8.111748340448566,29103.76359700103,15291.048610169499,535.9426065980006,15
Rio Maior,170,Gamma-3,FTSP,LM,CF90,,custom_oi,HGS,35.0,32255.864474362214,2068.0,199.0957579478374,4543.441,7.099435092116793,27677.423474362215,14284.307093685225,1620.0798070640012,21
Rio Maior,170,Gamma-3,FTSP,LM,CF90,,custom,PG-CLNS,13.0,33210.54054446146,2459.0,82.15033751213062,4180.298,7.9445390124009005,29017.24254446146,15204.694515802155,1276.9156887690006,15
Rio Maior,170,Gamma-3,FTSP,LM,CF90,,bmc,PSOMA,13.0,33220.76456328616,2429.0,82.15033751213062,4312.264999999999,7.70378549631949,28895.49956328616,15078.69527559013,947.9013665700004,15
Rio Maior,170,Gamma-3,FTSP,LM,CF90,,new,SANS,13.0,33220.76456328616,2550.0,82.15033751213062,4445.356999999999,7.47313760476069,28762.40756328616,14945.603275590129,945.7468215240006,15
Rio Maior,170,Gamma-3,FTSP,LM,CF90,,gurobi,SWC-TCF,13.0,33213.262188993685,2517.0,82.15033751213062,4361.970999999999,7.614278542657367,28838.291188993688,15024.610139715613,905.604393990001,15
Rio Maior,170,Gamma-3,CLS,SL,,SL1,custom,ACO_HH,4.0,32066.115155322415,3369.0,19.166077273244444,5395.7480000000005,5.942848916465782,26666.367155322416,13321.243416161693,556.7348263300009,26
Rio Maior,170,Gamma-3,CLS,SL,,SL1,custom_bmc,ALNS,4.0,32173.573312464105,3742.0,24.456449718744764,5416.579000000001,5.939832745440268,26752.994312464103,13363.135742485298,1453.0439876130004,24
Rio Maior,170,Gamma-3,CLS,SL,,SL1,custom,BPC,4.0,32115.21429511661,3555.0,36.73424259030554,5385.759000000001,5.9629876299917255,26725.455295116608,13359.891584059571,760.0469501299995,24
Rio Maior,170,Gamma-3,CLS,SL,,SL1,custom_oi,HGS,7.0,32548.82591047577,2621.0,28.757939854590916,4970.485,6.54842050835598,27571.34091047577,14028.264683944706,2277.5249263609985,26
Rio Maior,170,Gamma-3,CLS,SL,,SL1,custom,PG-CLNS,4.0,32175.454222145687,3738.0,24.456449718744764,5227.850999999999,6.1546234240696025,26943.603222145688,13552.961629466437,2026.336239594002,24
Rio Maior,170,Gamma-3,CLS,SL,,SL1,bmc,PSOMA,4.0,32176.87641311769,3545.0,24.456449718744764,5442.056999999999,5.912631274004976,26730.819413117693,13339.585762336797,1469.9433902749988,24
Rio Maior,170,Gamma-3,CLS,SL,,SL1,new,SANS,4.0,32185.20062880851,4080.0,24.456449718744764,6125.784000000001,5.254054114348222,26055.41662880851,12660.717607035527,1471.9383614830003,24
Rio Maior,170,Gamma-3,CLS,SL,,SL1,gurobi,SWC-TCF,4.0,32176.967783665954,3907.0,24.456449718744764,5945.223999999999,5.412238089543129,26227.743783665956,12836.472095325818,1458.7126121649999,24
Rio Maior,170,Gamma-3,CLS,SL,,SL2,custom,ACO_HH,1.0,33207.176766044715,4241.0,0.0,6282.439000000002,5.285714157518235,26923.737766044713,13100.590078340301,652.0077370379986,30
Rio Maior,170,Gamma-3,CLS,SL,,SL2,custom_bmc,ALNS,1.0,33274.389862556505,4658.0,0.0,6606.277,5.0367839348178265,26667.112862556503,12815.98436277423,1816.6407903139989,30
Rio Maior,170,Gamma-3,CLS,SL,,SL2,custom,BPC,1.0,33111.66765083219,4328.0,12.277792871560779,6416.737000000001,5.160203332446411,26693.93065083219,12910.543407790748,912.6876219389997,30
Rio Maior,170,Gamma-3,CLS,SL,,SL2,custom_oi,HGS,2.0,32994.75321379967,3186.0,3.6981634988457377,6562.747000000002,5.027582689657191,26430.006213799665,12696.290450894869,2416.9250859340027,30
Rio Maior,170,Gamma-3,CLS,SL,,SL2,custom,PG-CLNS,1.0,33271.41797897355,4648.0,0.0,6481.409000000001,5.133361893837211,26789.00897897355,12939.117674326859,2364.7236309360014,30
Rio Maior,170,Gamma-3,CLS,SL,,SL2,bmc,PSOMA,1.0,33188.83470995853,4208.0,0.0,6553.9879999999985,5.063914476187405,26633.846709958532,12818.334820202797,1823.2764897139969,30
Rio Maior,170,Gamma-3,CLS,SL,,SL2,new,SANS,1.0,33302.91490079829,5100.0,0.0,7657.2300000000005,4.34921177773141,25644.684900798293,11781.681427595966,1834.116898395001,30
Rio Maior,170,Gamma-3,CLS,SL,,SL2,gurobi,SWC-TCF,1.0,33300.24810690826,4883.0,0.0,7241.992,4.59821663803388,26057.25610690826,12195.362820002345,1824.5662553560032,30
Rio Maior,170,Gamma-3,FTSP,SL,,SL1,custom,ACO_HH,4.0,32065.102850288706,3366.0,19.166077273244444,6276.464999999999,5.108783821831032,25784.637850288706,12439.935533713517,597.4838816100018,26
Rio Maior,170,Gamma-3,FTSP,SL,,SL1,custom_bmc,ALNS,4.0,32174.090613680874,3747.0,24.456449718744764,6246.612999999999,5.150645736126262,25923.477613680872,12533.403691205525,1512.607241578,24
Rio Maior,170,Gamma-3,FTSP,SL,,SL1,custom,BPC,4.0,32115.21429511661,3555.0,36.73424259030554,6012.597,5.3413216111302,26098.617295116608,12733.053584059566,831.583243711997,24
Rio Maior,170,Gamma-3,FTSP,SL,,SL1,custom_oi,HGS,5.0,32793.78283110614,2965.0,24.87682808638817,6352.736000000002,5.162151052885895,26436.046831106138,12788.99503851665,2381.1368005190016,30
Rio Maior,170,Gamma-3,FTSP,SL,,SL1,custom,PG-CLNS,4.0,32174.798228790434,3742.0,24.456449718744764,6245.238,5.151893046956807,25925.560228790433,12535.191726144976,1993.0504280189998,24
Rio Maior,170,Gamma-3,FTSP,SL,,SL1,bmc,PSOMA,4.0,32146.33829065952,3619.0,24.456449718744764,6558.01,4.901843438887639,25584.32829065952,12205.807660257962,1518.4174274840043,24
Rio Maior,170,Gamma-3,FTSP,SL,,SL1,new,SANS,4.0,32185.20062880851,4080.0,24.456449718744764,7158.797000000001,4.4958951383603285,25022.403628808508,11627.704607035523,1516.3919606080017,24
Rio Maior,170,Gamma-3,FTSP,SL,,SL1,gurobi,SWC-TCF,4.0,32174.584085850016,3911.0,24.456449718744764,6796.888000000002,4.733722857556283,25373.696085850013,11983.416730910654,1518.1159207360033,24
Rio Maior,170,Gamma-3,FTSP,SL,,SL2,custom,ACO_HH,1.0,33198.50412984734,4249.0,0.0,7376.917999999999,4.500321696655344,25820.58612984734,12001.048860591887,649.3269482620017,30
Rio Maior,170,Gamma-3,FTSP,SL,,SL2,custom_bmc,ALNS,1.0,33285.295255612415,4637.0,0.0,7811.550999999999,4.261035389209188,25472.744255612415,11617.075840700963,1887.4275646650058,30
Rio Maior,170,Gamma-3,FTSP,SL,,SL2,custom,BPC,1.0,33111.66765083219,4328.0,12.277792871560779,7244.7339999999995,4.570446292552934,25865.93365083219,12082.546407790747,1086.044549449005,30
Rio Maior,170,Gamma-3,FTSP,SL,,SL2,custom_oi,HGS,1.0,32994.89686203377,3272.0,0.0,7232.062999999998,4.5623077207753555,25761.83386203377,12027.058298369107,2407.662533313007,30
Rio Maior,170,Gamma-3,FTSP,SL,,SL2,custom,PG-CLNS,1.0,33274.48814287467,4663.0,0.0,7889.365,4.217638319798192,25384.12314287467,11532.95372899594,2431.2152812379936,30
Rio Maior,170,Gamma-3,FTSP,SL,,SL2,bmc,PSOMA,1.0,33302.91490079829,4382.0,0.0,7946.073,4.191116152695589,25355.841900798292,11492.838427595962,1883.510817319002,30
Rio Maior,170,Gamma-3,FTSP,SL,,SL2,new,SANS,1.0,33302.91490079829,5100.0,0.0,8953.710000000005,3.7194542710003202,24348.204900798286,10485.201427595963,1893.6278237000006,30
Rio Maior,170,Gamma-3,FTSP,SL,,SL2,gurobi,SWC-TCF,1.0,33300.60732951137,4873.0,0.0,8335.928,3.9948290495684904,24963.679329511368,11101.636498235786,1906.7769333059987,30
