city,N,dist,improver,strategy,cf,sl_var,constructor,overflows,kg,ncol,kg_lost,km,kgkm,reward,profit,time,days
Rio Maior,170,Empirical,FTSP,SL,,SL2,PG-CLNS,7.0,41455.625,6007.0,5.2250000000000005,14996.247999999994,2.764399801870442,26452.377000000008,9201.4003125,5606.318374709008,81
Rio Maior,170,Empirical,FTSP,SL,,SL2,PSOMA,7.0,41035.25,4905.0,5.2250000000000005,14023.816999999997,2.9261113432954815,27004.433000000005,9928.458424999997,4310.254009755998,80
Rio Maior,170,Gamma-3,CLS,LA,,,BPC,28.0,100363.56270941373,8181.0,152.70205247430823,12342.116000000002,8.13179544815603,87993.44670941372,46240.09555348478,1836.5695015750098,52
Rio Maior,170,Gamma-3,CLS,LA,,,PG-CLNS,28.0,100402.23389875078,8463.0,152.70205247430823,11758.309999999998,8.538832017420088,88615.92389875079,46846.473926700826,4422.380501631997,52
Rio Maior,170,Gamma-3,FTSP,LA,,,ACO_HH,29.0,100394.25380318786,8129.0,154.8132214363294,14040.192000000001,7.150490093240025,86325.06180318787,44559.933944920755,1468.849673150995,52
Rio Maior,170,Gamma-3,FTSP,LA,,,BPC,28.0,100363.56270941373,8181.0,152.70205247430823,13719.520000000002,7.31538440917858,86616.04270941373,44862.691553484816,1968.2232557829993,52
Rio Maior,170,Gamma-3,FTSP,LA,,,SWC-TCF,28.0,100417.36319202295,8665.0,152.70205247430823,14864.684000000003,6.755432082647901,85524.67919202294,43748.9308951838,3095.6451494909998,52
Rio Maior,170,Gamma-3,CLS,LM,CF70,,BPC,28.0,101469.49982904259,8841.0,165.87791613848492,13335.948999999995,7.608719846562297,88105.5508290426,45891.79805021216,1937.2904151740076,57
Rio Maior,170,Gamma-3,CLS,LM,CF70,,HGS,29.0,101098.33500754148,8337.0,153.3146043329574,15474.812,6.533089707813024,85594.52300754147,43536.286143901976,5247.505243516993,84
Rio Maior,170,Gamma-3,CLS,LM,CF70,,PG-CLNS,28.0,101498.93099213572,9031.0,153.60012326692413,12537.009000000002,8.095944654114527,88933.92199213571,46707.91702010961,3954.743948011994,56
Rio Maior,170,Gamma-3,CLS,LM,CF90,,BPC,60.0,101311.69143608739,7033.0,367.66501126987566,10715.493,9.454692512615834,90536.19843608739,48420.141291244196,1507.8544149459922,43
Rio Maior,170,Gamma-3,CLS,LM,CF90,,HGS,114.0,100481.96391025465,6540.0,696.9576338572003,12486.869,8.047010336238383,87881.09491025464,46164.45333441562,4165.430133492002,66
Rio Maior,170,Gamma-3,CLS,LM,CF90,,PG-CLNS,60.0,101316.71940145435,7124.0,367.66501126987566,9850.822,10.285103050431157,91405.89740145435,49287.74711462891,3146.654962241999,43
Rio Maior,170,Gamma-3,FTSP,LM,CF70,,BPC,28.0,101469.49982904259,8841.0,165.87791613848492,14850.001,6.832962491318525,86591.49882904258,44377.74605021218,2075.854279538995,57
Rio Maior,170,Gamma-3,FTSP,LM,CF90,,BPC,60.0,101311.69143608739,7033.0,367.66501126987566,11835.986000000003,8.559632584567721,89415.70543608739,47299.64829124423,1575.6463285799982,43
Rio Maior,170,Gamma-3,CLS,SL,,SL1,ACO_HH,20.0,101401.02307571213,9469.0,83.87284354771492,14745.299000000005,6.876837361908504,86635.72407571213,44442.478169293165,1149.8954539309925,69
Rio Maior,170,Gamma-3,CLS,SL,,SL1,BPC,20.0,101483.13112439844,10002.0,103.32088104252038,15025.098999999998,6.754240429590411,86438.03212439844,44210.60463731138,2207.568090218003,66
Rio Maior,170,Gamma-3,CLS,SL,,SL1,PG-CLNS,23.0,101554.30905437659,10334.0,106.86865446695145,14354.939,7.074520417981336,87176.37005437659,44922.311195039605,4653.0585619839985,65
Rio Maior,170,Gamma-3,CLS,SL,,SL1,SANS,23.0,101590.62952147072,10880.0,95.86168044509598,16335.424,6.219038423579989,85232.20552147072,42963.02645168245,3884.906703061002,64
Rio Maior,170,Gamma-3,CLS,SL,,SL2,ACO_HH,1.0,101559.35579884739,12715.0,0.0,19033.339000000014,5.335866491888119,82525.01679884738,40246.85697978721,1273.6401091290027,90
Rio Maior,170,Gamma-3,CLS,SL,,SL2,BPC,2.0,101630.74072529151,13141.0,17.366188675261096,19506.57700000001,5.2100755927240066,82122.16372529151,39815.28636135265,3003.27634786001,90
Rio Maior,170,Gamma-3,CLS,SL,,SL2,PG-CLNS,2.0,101638.12536141163,13974.0,17.366188675261096,19462.43799999999,5.222270989965988,82173.68736141163,39863.73577345597,6285.776241622007,90
Rio Maior,170,Gamma-3,CLS,SL,,SL2,SANS,1.0,101686.49120191584,15300.0,0.0,22971.690000000046,4.426600359046968,78713.80120191579,36382.714914558266,5457.083032107999,90
Rio Maior,170,Gamma-3,FTSP,SL,,SL1,ACO_HH,22.0,101392.52586519679,9512.0,113.40335607873892,17187.836,5.899086183112103,84182.6898651968,41994.98134751536,1201.1910808370012,70
Rio Maior,170,Gamma-3,FTSP,SL,,SL1,BPC,20.0,101483.13112439844,10002.0,103.32088104252038,16803.739000000005,6.039318459088088,84659.39212439844,42431.96463731136,2252.737857896005,66
Rio Maior,170,Gamma-3,FTSP,SL,,SL1,PG-CLNS,23.0,101554.30905437659,10339.0,106.86865446695145,17650.401,5.7536544951231745,83880.90805437659,41626.84919503962,4631.506479567994,65
Rio Maior,170,Gamma-3,FTSP,SL,,SL1,PSOMA,21.0,101529.93334949992,9943.0,89.85203458960956,17791.280000000006,5.706724493656436,83717.65334949992,41471.74209610308,3103.589769675993,65
Rio Maior,170,Gamma-3,FTSP,SL,,SL2,ACO_HH,1.0,101562.64559235163,12680.0,0.0,22371.823,4.539757246977666,79189.82259235163,36910.29323225566,1500.5086670070013,90
Rio Maior,170,Gamma-3,FTSP,SL,,SL2,BPC,2.0,101630.74072529151,13141.0,17.366188675261096,22327.835000000014,4.5517507956007135,79300.9057252915,36994.028361352655,3069.9273052089993,90
Rio Maior,170,Gamma-3,FTSP,SL,,SL2,PG-CLNS,2.0,101659.62963222628,13986.0,5.088395803700318,23844.602,4.263423211350992,77813.02763222628,35494.12381633046,6211.067276378002,90
Rio Maior,170,Gamma-3,FTSP,SL,,SL2,PSOMA,1.0,101550.83588480565,12886.0,0.0,23609.63399999999,4.30124566457937,77940.20188480566,35665.58890596106,4416.623181046001,90
