0,192,211,340,505,754,787,894,904,991,993,995,1000,1171,1173,1174,1299,1301,1459,1496,1655,3224,3292,3315,5730,5752,5931,5933,5938,5940,5977,6077,6092,6908,6914,7244,7246,7255,7442,7445,7473,7937,7938,7940,7941,10835,11031,11213,11545,11552,11556,11562,11571,11778,11779,11781,11782,11787,11789,11790,11797,11800,11801,11805,11808,11809,11810,11811,11812,11813,11821,11824,11826,11829,11835,11838,11860,11883,11922,11983,11986,11989,11992,12036,12216,12344,12462,12482,13081,13578,13579,13592,13633,13647,13750,16132,17812,17956,18741,20710,22056
49.365,6.716,2.991,0.699,1.493,7.524,1.088,1.334,0.224,1.409,1.561,2.456,1.005,4.919,0.984,3.863,2.021,0.211,0.902,0.0,0.851,1.159,1.238,0.763,4.397,5.369,1.6,1.474,0.882,0.994,2.114,1.442,1.193,3.983,2.859,2.172,1.445,1.263,0.607,2.169,0.897,0.378,1.554,1.222,1.795,1.855,2.486,3.011,3.427,0.954,3.958,2.891,0.058,2.138,4.981,2.968,6.148,6.653,7.187,7.147,6.668,1.855,1.8,5.187,2.475,3.007,3.379,3.868,4.019,2.025,1.205,6.267,3.31,1.855,2.204,6.277,1.572,1.404,3.49,1.085,2.766,1.158,1.417,3.709,1.397,5.735,4.332,1.849,6.855,5.959,3.224,1.896,3.606,0.914,2.051,3.792,2.807,6.074,2.094,0.621,6.13
49.744,5.935,3.352,1.078,1.872,6.743,1.04,0.553,0.834,0.559,1.042,1.675,2.824,4.871,0.353,4.225,1.24,0.904,1.761,0.69,0.0,1.112,1.19,0.524,4.758,5.297,0.749,0.624,0.834,0.946,1.333,0.526,1.061,3.935,2.759,2.125,0.876,1.103,0.997,1.388,1.756,0.768,1.233,0.618,1.014,1.807,2.865,2.23,3.379,0.906,3.91,3.27,0.751,2.841,4.131,2.558,5.297,5.872,6.407,6.366,6.596,1.807,1.752,5.115,1.694,2.226,2.598,3.82,3.971,1.245,0.355,6.195,3.671,1.004,1.795,6.204,1.163,1.244,3.443,0.454,2.587,0.307,1.37,4.071,1.775,5.663,3.551,2.228,6.074,5.887,2.443,1.115,3.559,0.064,2.43,3.745,2.628,5.406,2.046,0.23,6.057
54.752,5.608,3.893,1.601,2.746,6.416,0.78,0.942,0.961,1.485,0.509,1.348,2.565,4.611,1.003,4.766,1.167,1.032,2.26,0.817,1.359,0.0,0.931,1.197,5.299,4.969,1.223,1.098,0.575,0.687,1.26,1.05,0.802,3.676,2.499,2.117,0.393,0.196,1.124,0.863,2.311,0.896,2.434,0.83,0.941,1.547,2.68,2.619,3.12,0.646,3.651,3.044,0.879,2.581,4.878,3.759,6.045,5.545,6.079,6.039,6.268,1.547,1.493,4.787,1.367,2.615,2.987,3.561,3.711,0.917,1.21,5.867,4.212,2.205,2.996,5.877,2.364,0.337,3.183,1.103,2.327,1.396,1.11,4.612,2.614,5.335,3.224,2.724,6.463,5.559,2.832,1.042,3.299,1.422,2.953,3.485,2.369,5.079,1.787,0.891,5.73
52.598,5.936,3.807,1.516,1.851,6.745,0.183,0.856,0.876,1.491,0.916,1.676,1.67,3.716,0.917,4.68,1.543,0.946,1.365,0.732,1.273,0.408,0.0,1.111,5.213,4.167,1.137,1.012,0.371,0.259,1.637,0.964,0.716,2.781,1.604,0.97,0.8,0.604,1.038,1.628,1.416,0.81,2.348,0.744,1.317,0.652,1.785,2.533,2.225,0.326,2.756,2.149,0.793,1.686,4.884,3.673,6.05,5.873,6.408,6.367,5.466,0.652,0.598,3.985,1.934,2.529,2.901,2.666,2.816,1.727,1.124,5.065,4.126,2.119,2.91,5.075,2.278,0.744,2.288,1.017,1.432,1.31,0.276,4.526,1.719,4.533,3.552,1.829,6.377,4.757,2.746,1.418,2.404,1.337,2.323,2.59,1.474,4.871,0.891,0.805,4.928
53.037,5.953,3.522,1.23,2.291,6.761,0.325,0.571,0.59,1.206,0.798,1.693,2.109,4.156,0.632,4.395,1.258,0.661,1.804,0.446,0.987,0.396,0.475,0.0,4.928,4.606,0.852,0.726,0.119,0.231,1.351,0.679,0.43,3.22,2.044,1.409,0.682,0.5,0.753,1.406,1.855,0.525,2.063,0.459,1.032,1.092,2.224,2.248,2.664,0.191,3.195,2.588,0.508,2.125,4.598,3.388,5.765,5.89,6.424,6.384,5.905,1.092,1.037,4.424,1.712,2.244,2.616,3.105,3.256,1.262,0.838,5.504,3.841,1.834,2.625,5.514,1.993,0.641,2.728,0.732,1.872,1.025,0.654,4.241,2.158,4.972,3.569,2.268,6.092,5.196,2.461,1.133,2.843,1.051,2.582,3.029,1.913,5.311,1.331,0.52,5.367
52.984,10.61,2.09,4.318,5.112,11.418,5.115,5.228,4.702,5.233,5.717,6.35,5.201,8.946,5.1,2.939,5.915,5.17,5.002,4.956,4.746,5.186,5.265,4.79,0.0,9.396,5.424,5.298,4.909,5.021,6.008,5.273,5.22,8.01,6.478,6.199,5.55,5.29,5.061,6.063,4.996,4.856,4.397,5.293,5.689,5.882,6.105,6.905,7.454,4.981,7.985,6.51,5.017,7.748,8.805,3.511,6.655,10.547,11.081,11.041,10.695,5.882,7.316,9.214,6.369,6.901,7.273,7.895,8.046,5.919,5.029,10.294,2.385,5.679,3.757,10.304,3.515,5.431,7.517,5.2,6.385,5.054,5.444,2.785,5.016,9.762,8.226,5.468,10.749,9.986,7.118,5.79,7.633,4.81,5.67,7.819,6.426,10.081,6.121,4.648,10.157
50.517,2.977,7.87,5.578,5.355,3.055,4.246,4.882,4.938,5.269,4.33,4.017,5.173,4.128,4.98,8.623,4.951,5.009,4.868,4.794,5.299,4.47,4.159,5.822,9.276,0.0,5.163,5.038,4.434,4.322,5.044,5.027,4.778,4.042,5.107,3.366,4.569,4.833,5.213,3.968,4.919,4.873,6.374,5.032,4.725,4.156,5.288,6.403,4.528,4.389,4.278,5.652,4.856,5.189,8.662,7.699,9.829,2.914,2.365,3.408,1.61,4.155,4.101,0.182,4.275,6.399,6.771,3.754,4.484,4.067,5.15,1.209,8.189,6.145,6.936,1.219,6.304,4.974,4.173,5.08,4.936,5.606,4.339,8.589,5.222,0.677,3.144,5.332,6.272,0.901,6.616,4.826,4.018,5.362,5.826,3.832,4.977,0.6,4.395,4.868,1.072
53.004,5.919,3.404,1.112,2.257,6.727,0.291,0.537,0.472,1.172,0.764,1.659,2.075,4.122,0.513,4.276,1.224,0.542,1.771,0.328,0.631,0.362,0.441,0.707,4.81,4.573,0.0,0.693,0.085,0.197,1.317,0.56,0.312,3.186,2.01,1.375,0.648,0.467,0.635,1.372,1.821,0.406,2.029,0.425,0.998,1.058,2.19,2.214,2.63,0.157,3.161,2.554,0.389,2.091,4.564,3.354,5.731,5.856,6.391,6.35,5.872,1.058,1.003,4.391,1.678,2.21,2.582,3.071,3.222,1.229,0.805,5.471,3.723,1.8,2.591,5.48,1.959,0.607,2.694,0.614,1.838,0.906,0.62,4.122,2.124,4.939,3.535,2.235,6.058,5.163,2.427,1.099,2.809,0.695,2.464,2.996,1.879,5.277,1.297,0.402,5.334
53.129,6.045,3.529,1.237,2.382,6.853,0.416,0.662,0.597,1.297,0.89,1.785,2.201,4.247,0.639,4.402,1.35,0.668,1.896,0.453,0.757,0.488,0.567,0.833,4.935,4.698,0.125,0.0,0.211,0.323,1.443,0.686,0.438,3.312,2.135,1.501,0.774,0.592,0.76,1.497,1.947,0.532,2.155,0.551,1.124,1.183,2.316,2.339,2.756,0.282,3.287,2.68,0.515,2.217,4.69,3.48,5.857,5.982,6.516,6.475,5.997,1.183,1.129,4.516,1.804,2.336,2.707,3.197,3.347,1.354,0.93,5.596,3.848,1.925,2.716,5.606,2.084,0.733,2.819,0.739,1.963,1.032,0.746,4.248,2.25,5.064,3.66,2.36,6.183,5.288,2.552,1.225,2.935,0.821,2.589,3.121,2.005,5.402,1.423,0.527,5.459
52.919,5.867,3.436,1.144,2.172,6.675,0.206,0.485,0.504,1.12,0.712,1.607,1.99,4.037,0.546,4.309,1.172,0.575,1.686,0.36,0.902,0.277,0.356,0.74,4.842,4.488,0.766,0.641,0.0,0.112,1.265,0.593,0.345,3.101,1.925,1.29,0.596,0.415,0.667,1.32,1.736,0.439,1.977,0.373,0.946,0.973,2.105,2.162,2.545,0.072,3.076,2.469,0.422,2.006,4.512,3.302,5.679,5.804,6.339,6.298,5.787,0.973,0.918,4.306,1.626,2.158,2.53,2.986,3.137,1.177,0.753,5.386,3.755,1.748,2.539,5.395,1.907,0.555,2.609,0.646,1.753,0.939,0.535,4.155,2.039,4.854,3.483,2.15,6.006,5.078,2.375,1.047,2.724,0.965,2.496,2.911,1.794,5.192,1.212,0.434,5.249
52.807,6.145,3.548,1.256,2.06,6.953,0.094,0.597,0.616,1.232,0.674,1.885,1.878,3.925,0.658,4.421,1.284,0.687,1.574,0.472,1.014,0.165,0.244,0.852,4.954,4.376,0.878,0.753,0.112,0.0,1.377,0.705,0.457,2.989,1.813,1.178,0.558,0.362,0.779,1.432,1.624,0.551,2.089,0.485,1.058,0.861,1.993,2.274,2.433,0.067,2.964,2.357,0.534,1.894,4.624,3.414,5.791,6.082,6.617,6.576,5.675,0.861,0.806,4.194,1.738,2.27,2.642,2.874,3.025,1.289,0.865,5.274,3.867,1.86,2.651,5.283,2.019,0.502,2.497,0.758,1.641,1.051,0.423,4.267,1.927,4.742,3.761,2.038,6.118,4.966,2.487,1.159,2.612,1.077,2.531,2.799,1.682,5.08,1.1,0.546,5.137
54.835,5.69,4.538,2.32,3.834,6.499,1.499,0.927,1.68,1.314,1.071,1.43,3.652,5.699,1.696,5.41,0.099,1.75,3.348,1.536,1.343,1.57,1.649,1.867,5.944,5.052,1.208,1.082,1.293,1.405,0.0,1.768,1.52,4.764,3.587,2.2,0.867,1.132,1.843,1.143,3.399,1.614,2.419,1.077,0.41,2.177,3.768,2.448,4.207,1.365,4.738,4.131,1.597,3.669,4.707,3.744,5.874,5.627,6.162,6.121,6.351,2.635,2.581,4.87,1.403,2.444,2.816,4.648,4.799,1.0,1.194,5.95,4.857,2.19,2.981,5.96,2.349,1.272,4.271,1.797,3.415,1.651,1.828,5.256,3.702,5.418,3.306,3.812,6.292,5.642,2.66,0.215,4.387,1.407,4.306,4.573,3.456,5.162,2.874,1.573,5.813
49.252,7.01,2.877,0.585,1.379,7.819,1.382,1.628,0.969,1.704,1.856,2.75,1.469,5.213,1.279,3.75,2.315,1.438,1.269,1.223,1.145,1.454,1.532,1.057,4.283,5.664,1.894,1.769,1.176,1.288,2.409,0.0,1.488,4.277,2.746,2.466,1.739,1.558,1.328,2.463,1.263,1.124,1.44,1.516,2.089,2.149,2.372,3.305,3.721,1.248,4.252,2.777,1.284,4.016,5.276,2.854,6.442,6.947,7.482,7.441,6.963,2.149,3.584,5.482,2.769,3.301,3.673,4.162,4.313,2.32,1.5,6.562,3.196,2.149,2.091,6.572,1.459,1.698,3.785,1.379,2.652,1.452,1.711,3.596,1.283,6.03,4.626,1.735,7.149,6.254,3.518,2.19,3.9,1.209,1.937,4.087,2.693,6.368,2.388,0.915,6.425
