n_bins,dist,run,policy_slug,n_days,overflows,kg,ncol,kg_lost,km,kg_per_km,reward,profit,time,days,policy,run_label
170,emp,lm_ftsp,last_minute_cf90_hgs_custom_oi_ftsp,30,15.0,13223.05,993.0,41.8,2523.701,5.2395469986341485,10684.348999999998,5194.593285,1187.4379701699982,11.0,hgs,Last-Minute+FTSP
170,emp,lm_ftsp,last_minute_cf90_pg_clns_custom_ftsp,30,8.0,13268.175,1324.0,22.325,2778.965,4.774502377683778,10481.21,4965.6687475,980.2948133610007,12.0,pg_clns,Last-Minute+FTSP
170,emp,lm_ftsp,last_minute_cf90_psoma_bmc_ftsp,30,7.0,13178.400000000001,1180.0,18.05,2680.987,4.915503133733957,10490.413,5011.24508,755.0453385310029,12.0,psoma,Last-Minute+FTSP
170,emp,lm_ftsp,last_minute_cf90_sans_new_ftsp,30,9.0,13268.65,1874.0,34.2,3370.8579999999993,3.9362826912317286,9888.792000000001,4374.053005000001,754.3365837839992,12.0,sans_new,Last-Minute+FTSP
170,emp,lm_ftsp,last_minute_cf90_swc_tcf_gurobi_ftsp,30,8.0,13278.625,1282.0,22.325,2948.3260000000005,4.503784520436342,10322.298999999999,4802.407412500001,754.4493813349982,12.0,swc_tcf,Last-Minute+FTSP
170,emp,sl_ftsp,service_level1_aco_hh_custom_ftsp,30,5.0,13315.675,1481.0,14.725000000000001,3737.243,3.562967406722014,9573.431999999999,4035.1164974999997,446.13990250099596,21.0,aco_hh,Service-Level+FTSP
170,emp,sl_ftsp,service_level1_alns_custom_bmc_ftsp,30,4.0,13608.275,1583.0,1.425,3904.1530000000002,3.4855895760232753,9700.122,4038.9971175000005,1197.5308885440027,19.0,alns,Service-Level+FTSP
170,emp,sl_ftsp,service_level1_bpc_custom_ftsp,30,3.0,13926.05,1542.0,5.2250000000000005,3765.3570000000004,3.6984673697606887,10157.693,4363.2783850000005,692.0396490959974,20.0,bpc,Service-Level+FTSP
170,emp,sl_ftsp,service_level1_hgs_custom_oi_ftsp,30,8.0,13990.175,1268.0,9.025,3247.6040000000003,4.307845106730992,10734.571,4918.461147499999,1836.313300623995,15.0,hgs,Service-Level+FTSP
170,emp,sl_ftsp,service_level1_pg_clns_custom_ftsp,30,4.0,13611.599999999999,1599.0,1.425,3789.532,3.59189472473118,9818.068,4155.5589199999995,1562.339253320999,18.0,pg_clns,Service-Level+FTSP
170,emp,sl_ftsp,service_level1_psoma_bmc_ftsp,30,3.0,13821.55,1395.0,7.6000000000000005,3981.8250000000007,3.471159581347748,9836.724999999999,4085.813735,1322.6589431870016,21.0,psoma,Service-Level+FTSP
170,emp,sl_ftsp,service_level1_sans_new_ftsp,30,5.0,14046.7,2401.0,9.975000000000001,4651.101,3.0200806217710605,9390.599000000002,3547.9577900000004,1245.0786756599991,20.0,sans_new,Service-Level+FTSP
170,emp,sl_ftsp,service_level1_swc_tcf_gurobi_ftsp,30,4.0,13643.9,1521.0,1.425,4146.136999999999,3.290749919744573,9493.763,3817.8074300000003,1136.5431362809977,18.0,swc_tcf,Service-Level+FTSP
170,emp,sl_ftsp,service_level2_aco_hh_custom_ftsp,30,3.0,13869.050000000001,1926.0,5.2250000000000005,5195.380999999999,2.6694962313639756,8670.669000000002,2899.9834850000007,679.6675316499968,30.0,aco_hh,Service-Level+FTSP
170,emp,sl_ftsp,service_level2_alns_custom_bmc_ftsp,30,3.0,14019.150000000001,2050.0,0.0,5670.457,2.47231395988013,8345.693000000001,2512.5208549999993,1883.5930261449976,30.0,alns,Service-Level+FTSP
170,emp,sl_ftsp,service_level2_bpc_custom_ftsp,30,3.0,13934.125000000002,1913.0,5.2250000000000005,5171.133999999998,2.6945975486227987,8759.991000000004,2962.2147625000007,1047.1812482899986,30.0,bpc,Service-Level+FTSP
170,emp,sl_ftsp,service_level2_hgs_custom_oi_ftsp,30,4.0,14007.75,1600.0,0.0,4693.086000000001,2.984763117488151,9310.663999999999,3483.2376750000003,2470.395720941997,25.0,hgs,Service-Level+FTSP
170,emp,sl_ftsp,service_level2_pg_clns_custom_ftsp,30,3.0,13998.725,2127.0,5.2250000000000005,5466.651000000001,2.5607497167827247,8529.074,2704.4047825000002,2331.699580458997,30.0,pg_clns,Service-Level+FTSP
170,emp,sl_ftsp,service_level2_psoma_bmc_ftsp,30,3.0,13874.75,1640.0,5.2250000000000005,5009.868,2.769484146089278,8861.882,3088.8235750000003,1864.6669065349997,30.0,psoma,Service-Level+FTSP
170,emp,sl_ftsp,service_level2_sans_new_ftsp,30,3.0,13686.175,2643.0,5.2250000000000005,6001.624000000001,2.280411935169547,7681.550999999999,1986.9963475,1848.5236990620033,30.0,sans_new,Service-Level+FTSP
170,emp,sl_ftsp,service_level2_swc_tcf_gurobi_ftsp,30,3.0,14038.625,1999.0,0.0,6116.443000000001,2.295226980779515,7919.181999999999,2077.9024125,1890.2151496779989,30.0,swc_tcf,Service-Level+FTSP
170,gamma3,la_ftsp,lookahead_aco_hh_custom_ftsp,30,5.0,32151.120847936312,2624.0,45.17916984520887,4543.814,7.075800384420734,27602.306847936314,14222.795238940427,223.52507016599702,17.0,aco_hh,Lookahead+FTSP
170,gamma3,la_ftsp,lookahead_alns_custom_bmc_ftsp,30,5.0,32157.16645659377,2751.0,45.17916984520887,4671.143000000002,6.884217943358565,27481.02345659377,14098.995060713785,1059.6289667980018,17.0,alns,Lookahead+FTSP
170,gamma3,la_ftsp,lookahead_bpc_custom_ftsp,30,5.0,32155.59882806555,2632.0,45.17916984520887,4466.703,7.19895610432696,27683.89582806555,14302.520035941863,619.9790448210006,17.0,bpc,Lookahead+FTSP
170,gamma3,la_ftsp,lookahead_hgs_custom_oi_ftsp,30,10.0,31779.042596306623,2321.0,88.45889061142864,4983.651000000001,6.37665891859334,26785.39159630662,13565.77616346418,1416.301280612999,21.0,hgs,Lookahead+FTSP
170,gamma3,la_ftsp,lookahead_pg_clns_custom_ftsp,30,5.0,32160.052364202566,2761.0,45.17916984520887,4680.685,6.870800398702874,27474.367364202564,14091.137564985036,1289.344448175998,17.0,pg_clns,Lookahead+FTSP
170,gamma3,la_ftsp,lookahead_psoma_bmc_ftsp,30,5.0,32153.293815522928,2655.0,45.17916984520887,4806.999999999999,6.688848307785091,27341.293815522928,13960.877600120733,995.100345625,17.0,psoma,Lookahead+FTSP
170,gamma3,la_ftsp,lookahead_sans_new_ftsp,30,5.0,32164.47790868204,2890.0,45.17916984520887,5040.272000000001,6.381496456675758,27119.20590868204,13734.13375529771,1066.4453485389968,17.0,sans_new,Lookahead+FTSP
170,gamma3,la_ftsp,lookahead_swc_tcf_gurobi_ftsp,30,5.0,32159.156072391484,2838.0,45.17916984520887,4924.695000000001,6.530182289947191,27229.461072391485,13846.60439945491,862.7605103669994,17.0,swc_tcf,Lookahead+FTSP
170,gamma3,lm_ftsp,last_minute_cf70_aco_hh_custom_ftsp,30,4.0,32976.479875034005,2985.0,41.25763077882249,5489.999,6.006645880087411,27482.480875034005,13758.37230305735,477.34150684400083,23.0,aco_hh,Last-Minute+FTSP
170,gamma3,lm_ftsp,last_minute_cf70_alns_custom_bmc_ftsp,30,5.0,32158.647548670586,3032.0,34.95817541070112,5164.359,6.227035639596431,26989.288548670585,13606.643574159021,1201.8904819529998,19.0,alns,Last-Minute+FTSP
170,gamma3,lm_ftsp,last_minute_cf70_bpc_custom_ftsp,30,5.0,32101.408614180138,3021.0,47.2359682822619,5050.173999999999,6.356495561178713,27046.23461418014,13687.41820809695,655.5279966130001,20.0,bpc,Last-Minute+FTSP
170,gamma3,lm_ftsp,last_minute_cf70_hgs_custom_oi_ftsp,30,15.0,32728.431974317016,2425.0,73.49006249914922,5292.995,6.183348364076863,27420.436974317017,13810.59074340884,2205.901267407,24.0,hgs,Last-Minute+FTSP
170,gamma3,lm_ftsp,last_minute_cf70_pg_clns_custom_ftsp,30,5.0,32162.155029488546,3028.0,34.95817541070112,5132.800000000001,6.266005889473297,27024.355029488543,13640.249890712465,1660.2438801369972,19.0,pg_clns,Last-Minute+FTSP
170,gamma3,lm_ftsp,last_minute_cf70_psoma_bmc_ftsp,30,5.0,32135.584815468006,3143.0,34.95817541070112,5732.888,5.605479265505973,26397.696815468007,13024.652856788673,1331.5009147320015,21.0,psoma,Last-Minute+FTSP
170,gamma3,lm_ftsp,last_minute_cf70_sans_new_ftsp,30,5.0,32174.69890311655,3230.0,34.95817541070112,5656.631,5.687961421403756,26513.06790311655,13123.740749749131,1207.3642952579976,19.0,sans_new,Last-Minute+FTSP
170,gamma3,lm_ftsp,last_minute_cf70_swc_tcf_gurobi_ftsp,30,5.0,32164.2756307551,3142.0,34.95817541070112,5382.316000000001,5.9759173617370465,26776.959630755096,13391.971685671748,1173.942625599997,19.0,swc_tcf,Last-Minute+FTSP
