N,dist,instances,waste_mean,waste_std,waste_skew,mean_depot_dist
20,emp,12800,0.04764623939990997,0.11099059879779816,2.970940539842218,1.324437141418457
20,gamma3,12800,0.138015016913414,0.12072784453630447,1.45652221752432,1.324437141418457
50,emp,12800,0.045907508581876755,0.10113034397363663,2.607059683525766,0.9071964621543884
50,gamma3,12800,0.13798317313194275,0.1206643134355545,1.452604732544058,0.9071964621543884
100,emp,12800,0.046265266835689545,0.11125708371400833,2.7980858710296483,1.134170413017273
100,gamma3,12800,0.13794490694999695,0.12060283869504929,1.4525801117789765,1.134170413017273
170,emp,12800,0.051002487540245056,0.1117335632443428,2.678292096314787,0.8850569128990173
170,gamma3,12800,0.13800972700119019,0.12066762149333954,1.452485297375651,0.8850569128990173
